Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr17	163252	0	0
chr17	201297	2.5908669145	0.098569531762152
chr17	202676	2.5883019704	0.102138800179334
chr17	203220	2.5894521262	0.103547462135987
chr17	203415	2.587969284	0.104052116146367
chr17	207235	2.6003514829	0.113985458811045
chr17	208484	2.6125936534	0.117248588284141
chr17	208658	2.6242878381	0.117705214367971
chr17	209189	2.7600396252	0.119170795408952
chr17	209876	3.5761355129	0.121627600506314
chr17	209926	3.7888071913	0.121817040865879
chr17	210434	3.7884316807	0.123741564159675
chr17	210741	5.4956847026	0.125428739363373
chr17	212693	6.5968161288	0.138305724446791
chr17	212735	7.8292824143	0.138634554308191
chr17	212855	8.8746559937	0.139699513027435
chr17	213307	8.8907988732	0.143718154118122
chr17	215560	5.7241939613	0.156614763112931
chr17	216884	2.804877519	0.160328420948087
chr17	223472	4.5396672151	0.190235748561165
chr17	223631	4.7022589836	0.190983407739558
chr17	228441	4.8704115859	0.214410087467737
chr17	228591	4.9689507136	0.215155430074777
chr17	231345	4.9854484147	0.228885355008861
chr17	231670	4.997460342	0.230509529620011
chr17	231974	4.9994775364	0.232029370791076
chr17	232290	5.0034680846	0.23361046670581
chr17	233178	5.0073613465	0.238057003581502
chr17	233382	5.0085995958	0.239078757899045
chr17	233405	5.0082692276	0.23919394809128
chr17	234991	5.0086092476	0.247137602357973
chr17	236559	5.0089288918	0.254991602860316
chr17	236711	5.0096311963	0.255753066802153
chr17	236842	5.0145633255	0.256409974597794
chr17	237011	5.0135592736	0.257257266115032
chr17	237290	5.0123138046	0.258655701666516
chr17	237751	5.010141435	0.260965376868051
chr17	237964	4.995995126	0.262029523829889
chr17	237970	4.9811163122	0.262059410527762
chr17	237978	4.9803235338	0.262099253116032
chr17	238734	4.9417825252	0.265835240705084
chr17	239022	4.7293585019	0.267197295953631
chr17	239037	4.4788677913	0.2672644789705
chr17	239197	3.7311885981	0.267861469146196
chr17	239392	3.1178047281	0.268469441068176
chr17	240638	3.0999044069	0.272331921959173
chr17	245840	3.5372843512	0.290732875154116
chr17	253120	3.3988786851	0.315476711981644
chr17	258629	4.63170578	0.340992779123664
chr17	259058	5.3529698876	0.343289203205444
chr17	259509	5.3591002154	0.345706157402589
chr17	259538	5.363245368	0.345861691518261
chr17	259909	5.7065625372	0.347978826219563
chr17	260234	16.3488460918	0.353292201199398
chr17	260788	40.288526229	0.375612044730264
chr17	260852	40.6337507021	0.378212604775198
chr17	261117	41.6698595593	0.389255117558412
chr17	261239	41.7978868679	0.394354459756296
chr17	261308	41.8267006731	0.39724050210274
chr17	261432	41.8267006731	0.402427012986205
chr17	261459	41.8267006731	0.403556333904378
chr17	263243	41.8267006731	0.478175167905189
chr17	263302	41.8267006731	0.480642943244902
chr17	263599	18.1833174359	0.486043388523364
chr17	263891	18.1833174359	0.491352917214647
chr17	264003	16.6324373104	0.493215750193411
chr17	264095	15.2806616298	0.494621571063353
chr17	264878	15.280656221	0.506586324884396
chr17	266235	15.2820437173	0.527324058208772
chr17	270383	15.2840034594	0.590722104558363
chr17	276101	15.2840034594	0.678116036339213
chr17	276910	15.2780333369	0.690475965308765
chr17	278598	2.919965499	0.695404867071077
chr17	279434	2.921434738	0.697847186512045
chr17	279666	2.9249017025	0.698525763707025
chr17	280815	2.9414193551	0.701905454546035
chr17	281644	2.9454910792	0.704347266650691
chr17	282037	2.9560830909	0.705509007305415
chr17	282769	3.1267699197	0.707797802886636
chr17	283203	10.7520459861	0.712464190844603
chr17	285519	10.7571123021	0.737377662936266
chr17	289254	13.2786826653	0.786973542691162
chr17	289543	13.4778783734	0.790868649541075
chr17	289566	13.5921177595	0.791181268249543
chr17	290146	13.5960063829	0.799066951951625
chr17	291244	13.5951101277	0.81399438287184
chr17	293139	13.5984648403	0.839763473744208
chr17	296637	13.603341464	0.88734796218528
chr17	299381	13.6025577907	0.92467338076296
chr17	301865	13.6002545043	0.958456412951642
chr17	302495	13.6002545043	0.967024573289351
chr17	302571	13.5996521584	0.96805814685339
chr17	305703	13.5996521584	1.0106522574135
chr17	310060	13.6000894398	1.06990784710271
chr17	313487	13.5994236288	1.1165130718786
chr17	318819	13.5994236288	1.18902519866737
chr17	322559	9.3904241483	1.22414538498201
