Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr22	15295879	0	0
chr22	15315948	0	0
chr22	15328681	0	0
chr22	15333045	0	0
chr22	15344143	0.8914971326	0.0098938351776
chr22	15345929	0.884654203	0.01147382758416
chr22	15346042	0.7567552781	0.01155934093059
chr22	15347089	0.743472805	0.01233775695743
chr22	15348811	0.727659584	0.01359078676108
chr22	15358932	0.6087594852	0.01975204151079
chr22	15361818	0.5187491818	0.02124915164946
chr22	15368064	0.4426071878	0.02401367614446
chr22	15378976	0.4167777364	0.02856155480406
chr22	15390755	0.3840983843	0.03308584967273
chr22	15473564	0.2506375924	0.05384089806178
chr22	15483281	0.1252975627	0.05505841447853
chr22	15483490	0.5121806841	0.05516546024151
chr22	15483776	0.6507599658	0.05535157759173
chr22	15483868	0.6572459529	0.0554120442194
chr22	15488724	0.5395050468	0.05803188072666
chr22	15504378	0.5395889252	0.06647860576174
chr22	15570843	0.1364498034	0.07554774194472
chr22	15612468	0.1364496279	0.08122745770606
chr22	15613138	0.7453698944	0.0817268555353
chr22	15626111	2.51826389	0.11439629298027
chr22	15626359	3.0363696001	0.1151493126411
chr22	15630769	5.7065774019	0.14031531898348
chr22	15631892	6.0762272273	0.14713892215974
chr22	15632009	8.4467069144	0.14812718686872
chr22	15632381	8.6447281629	0.15134302574532
chr22	15633391	8.6430472952	0.16007250351347
chr22	15633549	8.6363169331	0.1614370415889
chr22	15660547	8.6295808956	0.39441846660831
chr22	15710442	8.4678641827	0.81692255000413
chr22	15725363	8.2928451412	0.94066009235597
chr22	15746540	8.2936027089	1.11629371692235
chr22	15750532	7.758128546	1.14726416607798
chr22	15804784	7.7588863353	1.56819926754067
chr22	15837335	7.1344157513	1.80043163466124
chr22	15841149	7.1357779607	1.82764749180335
chr22	15865627	3.9599609771	1.9245794166008
chr22	15867927	3.8380568509	1.93340694735787
chr22	15874061	3.8401104866	1.95696218508268
chr22	15875638	3.841044501	1.96301951226075
chr22	15877904	3.8442446297	1.97173057059166
chr22	15878526	3.843712102	1.9741213595191
chr22	15898470	3.8395844392	2.0506980315745
chr22	15905671	3.8361315759	2.07832201505256
chr22	15908583	3.8440356932	2.08951584699104
chr22	15916615	3.8490681814	2.12043156262404
chr22	15916941	3.9611463686	2.1217228963402
chr22	15918274	3.8095946321	2.12680108598475
chr22	15922802	3.9818060001	2.14483070355335
chr22	15922838	6.2427493746	2.14505544253083
chr22	15922939	6.2367174178	2.14568535099003
chr22	15923049	6.2364537599	2.14637136090362
chr22	15923296	9.5805112114	2.14873774717284
chr22	15924251	9.5801157234	2.15788675768869
chr22	15924350	9.707808785	2.1588478307584
chr22	15924385	9.716343506	2.15918790278111
chr22	15925391	9.7138922111	2.16896007834548
