Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr21	10326676	0	0
chr21	10328258	0	0
chr21	10328474	1.0144366477	0.000219118315903
chr21	10328627	1.4331971107	0.000438397473841
chr21	10329436	1.5681108402	0.001706999143562
chr21	10331649	1.705222927	0.005480657481013
chr21	10332211	2.5392863547	0.006907736412355
chr21	10345209	2.5560659659	0.040131481837123
chr21	10364042	2.5516477727	0.088186664340382
chr21	10366270	2.5566785802	0.093882944217068
chr21	10370460	2.5649470259	0.104630072255589
chr21	10399021	2.56823537	0.177981442658159
chr21	10399557	2.5912066734	0.179370329435101
chr21	10418235	1.9573597162	0.215929894214285
chr21	10418637	1.3284769576	0.21646394195124
chr21	10419095	1.2602329877	0.217041128659606
chr21	10421214	1.2787131314	0.219750721785043
chr21	10421858	1.2976316164	0.220586396546005
chr21	10428610	1.3250999555	0.229533471445541
chr21	10434601	2.7474343021	0.245993350349422
chr21	10447335	2.7633359258	0.281181670028559
chr21	10448348	2.7857338768	0.284003618445757
chr21	10449557	2.4979907001	0.287023689202178
chr21	10457532	2.2809245318	0.305214062343283
chr21	10460275	2.2758994687	0.311456854585927
chr21	10462297	1.4336862128	0.314355768108209
chr21	10463438	1.4332934496	0.315991155934202
chr21	10469944	1.4331783411	0.325315414221399
chr21	10471423	1.4473912453	0.327456105873198
chr21	10475319	5.3788558942	0.348412128437001
chr21	10476690	5.3853817733	0.355795486848195
chr21	10482031	5.4292631165	0.384793181153422
chr21	10485153	5.7422905071	0.402720612116588
chr21	10511353	5.2640688377	0.540639215664328
chr21	10514916	5.2831631741	0.559463126053646
chr21	10515528	0.7566308986	0.559926184163589
chr21	10517970	0.3314033713	0.560735471196304
chr21	10522542	0.305147441	0.562130605296556
chr21	10533359	0.2629913549	0.564975382782509
chr21	10539128	0.2623317024	0.566488774373655
chr21	10540212	0.2626881764	0.566773528356872
chr21	10540506	0.2630881923	0.566850876285409
chr21	10540891	0.2631826016	0.566952201587025
chr21	10544690	0.2641002218	0.567955518329643
chr21	10545632	0.2641768732	0.568204372944197
chr21	10548318	0.2659230188	0.568918642172694
chr21	10552651	0.268949081	0.570083998540667
chr21	10555734	0.2789617388	0.570944037581387
chr21	10558998	0.311744834	0.571961572719563
chr21	10561826	0.3869638499	0.573055906487081
chr21	10568371	0.3876889824	0.575593330876889
chr21	10572833	0.3893053967	0.577330411556964
chr21	10576227	0.3926848463	0.578663183925306
chr21	10578184	0.3929208557	0.579432130039911
chr21	10579689	0.4103653968	0.580049729962095
chr21	10581503	0.4105639588	0.580794492983358
chr21	10587168	0.4228200938	0.583189768814735
chr21	10592416	0.4235201568	0.585412402597622
chr21	10592439	0.4234745693	0.585422142512716
chr21	10595541	0.4233025543	0.586735227036154
chr21	10598484	0.4231906694	0.587980677176199
chr21	10605249	0.442217683	0.590972279801694
chr21	10605468	0.4953800875	0.591080768040856
