Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr20	81154	0	0
chr20	82590	0.3500036909	0.000502605300132
chr20	82603	0.3494018702	0.000507147524445
chr20	83158	0.3501262382	0.000701467586646
chr20	83509	0.3558643956	0.000826375989502
chr20	84293	0.3567249058	0.001106048315649
chr20	84647	0.3633379498	0.001234669949878
chr20	85729	10.0482361599	0.01210686147489
chr20	88108	10.051710916	0.036019881744054
chr20	88453	10.0518361874	0.039487765228707
chr20	88767	10.0527922413	0.042644341992475
chr20	90438	10.0521240689	0.059441441311607
chr20	90452	10.0521240689	0.059582171048571
chr20	92251	6.4583513881	0.071200745195763
chr20	93706	4.1957323346	0.077305535742606
chr20	94613	0.5876563164	0.077838540021581
chr20	96321	0.5881145274	0.07884303963438
chr20	100014	0.5905878431	0.081024080538949
chr20	101775	0.5900214095	0.082063108241078
chr20	102929	0.5901156426	0.082744101692639
chr20	104475	0.5905492957	0.083657090903791
chr20	106775	0.5894418186	0.085012807086571
chr20	110343	1.5912191012	0.090690276839652
chr20	110447	3.2324197134	0.091026448489846
chr20	110586	4.0126812611	0.091584211185139
chr20	110705	5.1608783007	0.092198355702922
chr20	110867	5.5025614395	0.093089770656121
chr20	111066	5.3017757277	0.094144824025933
chr20	111725	2.4694493815	0.095772191168342
chr20	111886	0.7741229426	0.095896824962101
chr20	112250	0.3370408076	0.096019507816067
chr20	114452	0.3415255752	0.096771547132657
chr20	116290	0.369081028	0.097449918062121
chr20	116481	0.3898401788	0.097524377536272
chr20	116753	0.4183862936	0.097638178608131
chr20	118289	0.4777666028	0.098372028110032
chr20	119631	0.4273585241	0.098945543249374
chr20	119864	0.3523615634	0.099027643493647
chr20	120058	0.2398615568	0.099074176635666
chr20	120721	0.2003561247	0.099207012746342
chr20	121264	0.1790778991	0.099304252045553
chr20	121540	0.1614560717	0.099348813921342
chr20	122158	0.1554960424	0.099444910475546
chr20	122876	0.1548470571	0.099556090662543
chr20	126560	0.1549620796	0.10012697096379
chr20	127546	0.1553509108	0.100280146961839
chr20	127687	0.1556876121	0.100302098915145
chr20	128631	0.1563383116	0.100449682281295
chr20	128736	0.1568722032	0.100466153862631
chr20	141335	0.1571019321	0.102445481105159
chr20	141867	0.1573717636	0.102529202883394
chr20	143661	0.1617015123	0.10281929539646
chr20	143771	0.1682452244	0.102837802371144
chr20	144357	0.4545609651	0.103104175096693
chr20	144480	0.8705292755	0.103211250197579
chr20	144897	11.3432717837	0.107941394531382
chr20	145888	11.3432717837	0.119182576869029
chr20	145959	11.3415498859	0.119987826910928
chr20	145973	11.3328596789	0.120146486946433
chr20	146037	9.9331185812	0.120782206535629
chr20	146119	1.1631798499	0.120877587283321
chr20	146282	0.9258851694	0.121028506565933
chr20	146553	0.9011221261	0.121272710662107
chr20	147079	0.8994023974	0.121745796323139
chr20	147311	0.8981434747	0.121954165609269
chr20	148072	0.9072027286	0.122644546885734
chr20	148372	0.9138042579	0.122918688163104
chr20	148422	0.9124308836	0.122964309707284
chr20	148972	0.4709833401	0.123223350544339
chr20	148994	0.4709512544	0.123233711471936
chr20	149223	0.2150728292	0.123282963149822
chr20	150854	0.2032857738	0.12361452224689
chr20	151016	0.199671044	0.123646868956018
chr20	152134	0.2623375257	0.123940162309751
chr20	152517	0.2634647086	0.124041069293145
chr20	153259	1.2627882307	0.124978058160324
chr20	153376	6.5215796742	0.125741082982205
chr20	153835	6.4935573542	0.128721625807783
chr20	153898	6.4636525819	0.129128835920443
chr20	154002	6.4630458305	0.129800992686815
chr20	154203	1.7954147782	0.130161871057233
chr20	154290	1.4364848171	0.130286845236321
chr20	154847	0.359745123	0.130487223269832
chr20	155256	0.3719949707	0.130639369212848
chr20	155384	0.2902814785	0.130676525242096
chr20	155733	0.3081718055	0.130784077202216
chr20	155813	0.3365643935	0.130811002353696
chr20	155927	0.3626668008	0.130852346368987
chr20	156080	0.3866969591	0.130911511003729
chr20	156669	0.3866682745	0.13113925861741
chr20	156813	0.3951167671	0.131196155431872
chr20	157259	0.4130003056	0.13138035356817
chr20	157292	0.4277027383	0.131394467758534
chr20	157363	0.4540166613	0.131426702941486
chr20	157484	0.4662480255	0.131483118952571
chr20	157507	0.473498081	0.131494009408434
chr20	157819	0.473498081	0.131641740809706
chr20	157914	0.473498081	0.131686723127401
chr20	158513	0.473498081	0.13197034847792
chr20	158532	0.473498081	0.131979344941459
chr20	158721	0.214271683	0.132019842289546
chr20	158768	0.214271683	0.132029913058647
chr20	158778	0.214271683	0.132032055775477
chr20	158815	0.214271683	0.132039983827748
chr20	158935	0.214271683	0.132065696429708
chr20	159104	0.1221370622	0.13208633759322
chr20	159200	0.067543416	0.132092821761156
chr20	159445	0.0435419656	0.132103489542728
chr20	159530	0.0435419656	0.132107190609804
chr20	159639	0.0352633466	0.132111034314584
chr20	159864	0.0352633466	0.132118968567569
chr20	159865	0.035263346	0.132119003830915
chr20	160054	0.0352633466	0.132125668603423
chr20	163082	0.0352808611	0.132232499050833
chr20	163113	0.1896444057	0.13223837802741
chr20	163277	2.1583956426	0.132592354912797
chr20	163741	5.8067478383	0.135286685909768
chr20	163910	4.5461644744	0.136054987705941
chr20	163929	4.5250623052	0.13614096388974
chr20	164258	0.2921696121	0.136237087692121
chr20	164772	0.2927270207	0.136387549380761
chr20	165212	0.2927227472	0.136516347389529
chr20	166310	0.2927227472	0.136837756965954
chr20	166354	0.2959334201	0.136850778036439
chr20	167044	0.2967826379	0.13705555805659
chr20	167443	0.2969635793	0.137174046524731
chr20	168766	0.29806514	0.137568386704951
chr20	169334	0.2980730807	0.137737692214788
chr20	170689	0.3002102989	0.138144477169798
chr20	172626	0.3662596569	0.138853922125213
chr20	179892	0.3422382602	0.141340625323826
chr20	181095	0.3614402879	0.14177543799017
chr20	182042	0.3245699383	0.14208280572174
chr20	183442	0.1879206705	0.14234589466044
chr20	183643	0.1128427519	0.142368576053572
chr20	183795	0.0756488365	0.14238007467672
chr20	185161	0.0761656146	0.142484116906263
chr20	185191	0.0774545231	0.142486440541956
chr20	185522	0.0778995143	0.14251222528119
chr20	185547	0.0780797338	0.142514177274535
chr20	187259	0.0952012604	0.142677161832339
chr20	187379	0.1481008773	0.142694933937616
chr20	187600	0.1230201589	0.142722121392732
chr20	187825	0.1061081284	0.142745995721622
chr20	188087	0.1080226113	0.142774297645783
chr20	189060	0.2939897202	0.143060349643538
chr20	189354	0.8381481119	0.143306765188436
chr20	189948	0.6206397309	0.143675425188591
chr20	190001	0.230603835	0.143687647191846
chr20	190173	0.1867382968	0.143719766178895
chr20	190299	0.1758090517	0.14374191811941
chr20	190548	0.2896566805	0.143814042632854
chr20	191181	0.2896559931	0.143997394876486
chr20	191198	0.289614216	0.144002318318158
chr20	193287	6.3978820841	0.157367493991843
chr20	195977	6.4023235908	0.174589744451095
chr20	198215	0.4176415528	0.175524426246262
chr20	199547	0.4175136425	0.176080554418072
chr20	201326	0.4186064034	0.17682525520972
chr20	201372	0.4204659296	0.176844596642482
chr20	202581	0.4289973454	0.17736325443307
chr20	205203	0.4691615285	0.178593395960797
chr20	205285	0.5159588822	0.178635704589138
chr20	205764	0.561890359	0.178904850071099
chr20	207389	0.555010168	0.179806741594099
chr20	207466	0.5405274787	0.179848362209959
chr20	207677	0.5285989594	0.179959896590392
chr20	208879	0.529541746	0.180596405769084
chr20	211156	2.9401090955	0.187291034179538
chr20	211168	5.4991742677	0.187357024270751
chr20	211428	5.6148962361	0.188816897292137
chr20	212680	4.2918951125	0.194190349972987
chr20	213641	2.7701701236	0.196852483461767
chr20	213886	2.0846484315	0.197363222327484
chr20	214530	0.3138166915	0.19756532027681
chr20	216521	0.3119992348	0.198186510753297
chr20	217034	0.3075337783	0.198344275581565
chr20	217163	0.3061661796	0.198383771018734
chr20	219501	0.3058274308	0.199098795551944
chr20	223601	0.3060937287	0.200353779839614
chr20	225761	0.5434603725	0.201527654244214
chr20	227262	0.6133144443	0.202448239225108
chr20	227909	0.658576288	0.202874338083444
chr20	228044	0.6988295601	0.202968680074058
chr20	228763	2.8357640786	0.205007594446571
chr20	229210	2.8986170025	0.206303276246689
chr20	229420	2.9119924978	0.206914794671227
chr20	229665	2.9273654123	0.20763199919724
chr20	229993	2.9536128231	0.208600784203217
chr20	230868	2.9533706371	0.211184983510679
chr20	232782	2.3598702951	0.215701775255501
chr20	232882	0.8053128613	0.215782306541631
chr20	236170	1.8651232877	0.221914831911588
chr20	236433	2.3072967506	0.222521650956996
chr20	236640	3.0725511791	0.22315766905107
chr20	238142	2.7793456619	0.227332246235244
chr20	238370	2.4942693454	0.227900939645995
chr20	239021	0.1671828631	0.228009775689873
chr20	239621	0.1670502286	0.228110005827033
chr20	239649	0.1560790453	0.228114376040301
chr20	239662	0.1463198628	0.228116278198518
chr20	240116	0.1772450617	0.22819674745653
chr20	240377	1.6209867736	0.228619825004439
chr20	240667	1.6440927409	0.2290966118993
chr20	240896	1.6871351154	0.229482965840727
chr20	241212	2.9561064395	0.230417095475609
chr20	241301	3.3682643375	0.230716871001646
chr20	241621	1.8604899077	0.23131222777211
chr20	241991	0.6631896634	0.231557607947568
chr20	242089	0.5509689071	0.231611602900464
chr20	242195	0.4183815953	0.231655951349566
chr20	242614	0.3728637416	0.231812181257296
chr20	243217	0.3692489935	0.232034838400377
chr20	243487	0.3636008576	0.232133010631929
chr20	244417	0.3723390131	0.232479285914112
chr20	244803	0.3493780924	0.232614145857778
chr20	244964	0.3378640106	0.232668541963485
chr20	244981	0.3281945241	0.232674121270394
chr20	245512	0.3066600042	0.232836957732625
chr20	245789	0.306134064	0.232921756868353
chr20	245803	0.2918526738	0.232925842805786
chr20	247326	0.2875215198	0.233363738080441
chr20	247714	0.2945460838	0.233478021960956
chr20	247936	0.3557798239	0.233557005081862
chr20	248065	0.6555089403	0.23364156573516
chr20	248099	1.0091247467	0.233675875976548
chr20	249536	1.4826186486	0.235806398974586
chr20	250342	0.3021900295	0.236049964138363
chr20	251466	0.308424233	0.236396632976255
chr20	251939	0.2865566268	0.236532174260732
chr20	252982	4.0965976894	0.240804925650776
chr20	253217	4.1341054372	0.241776440428518
chr20	253732	4.1223736918	0.243899462879795
chr20	255527	0.0646140037	0.244015445016436
chr20	255597	0.033223753	0.244017770679146
chr20	255778	0.0328585356	0.24402371807409
chr20	256161	0.0325844536	0.244036197919819
chr20	256187	0.032609222	0.244037045759591
chr20	256351	0.0326740962	0.244042404311368
chr20	256777	0.0326563509	0.244056315916851
chr20	256856	0.0341783174	0.244059016003925
chr20	256904	0.0373753399	0.244060810020241
chr20	256977	0.0629866342	0.244065408044537
chr20	257379	1.2802136648	0.244580053937787
chr20	257866	1.2752110258	0.245201081707351
chr20	257889	1.269291995	0.245230275423236
chr20	257899	1.2656416341	0.245242931839577
chr20	258096	1.2536422047	0.245489899353903
chr20	258653	1.293893059	0.246210597787766
chr20	259023	1.9316194081	0.246925296968763
chr20	259047	2.3232551747	0.246981055092956
chr20	259056	2.715281597	0.247005492627329
chr20	260063	3.0737222944	0.25010073097779
chr20	260065	3.472253288	0.250107675484366
chr20	260490	3.544305328	0.251614005248766
chr20	260593	3.4638405521	0.251970780825632
chr20	260725	3.3837074047	0.252417430203052
chr20	260755	3.303421284	0.252516532841572
chr20	262506	3.3111408848	0.258314340530857
chr20	262665	3.3112846261	0.258840834786407
chr20	262711	3.3447793766	0.258994694637731
chr20	262757	3.3669522631	0.259149574441833
chr20	263451	3.3637837999	0.261484040398964
chr20	264292	3.3803981386	0.264326955233526
chr20	265377	3.4097597786	0.268026544593307
chr20	265751	25.9717193469	0.277739967629048
chr20	267006	25.9712968069	0.310333945121707
chr20	267423	6.8950341698	0.313209174370514
chr20	268285	6.8200829778	0.319088085897378
chr20	268599	6.7581845037	0.32121015583154
chr20	269435	6.76925407	0.326869252234059
chr20	270293	6.797872029	0.332701826434942
chr20	270853	6.9313067976	0.336583358241598
chr20	271524	6.9381747394	0.341238873491735
chr20	272080	6.9690853355	0.345113684938273
chr20	274599	6.8368450833	0.362335697703106
chr20	275241	4.1833102006	0.365021382851891
chr20	275466	0.7285928411	0.365185316241138
chr20	276086	0.7392090915	0.365643625877868
chr20	276245	0.9112172201	0.365788509415864
chr20	276351	2.9149398984	0.366097493045095
chr20	276391	5.3216044918	0.366310357224767
chr20	276679	5.3296391813	0.367845293308981
chr20	278224	5.1912598281	0.375865789743396
chr20	278515	5.0976891391	0.377349217282874
chr20	278757	4.9315909168	0.378542662284739
chr20	280339	4.9309922926	0.386343492091632
chr20	284356	4.9072855492	0.406056058142769
chr20	285327	4.6119484109	0.410534260049753
chr20	287201	2.2597443142	0.414769020894564
chr20	287305	0.2661231479	0.414796697701945
chr20	288365	0.266167926	0.415078835703505
chr20	289049	2.2504255219	0.416618126760485
chr20	289062	4.3582640514	0.416674784193153
chr20	290134	4.6466867149	0.421656032351526
chr20	293692	4.6579539275	0.438229032425571
chr20	297191	4.6821382139	0.454611834036007
chr20	298162	4.6980653792	0.459173655519255
chr20	299130	4.6866052156	0.463710289367956
chr20	302891	4.7350150589	0.481518681004478
chr20	303233	4.813889792	0.483165031313342
chr20	304170	5.6472273167	0.48845648330909
chr20	304190	6.4016696988	0.488584516703066
chr20	304679	7.9706973031	0.492482187684282
chr20	305403	7.5309276227	0.497934579283117
chr20	305882	8.203074246	0.501863851846951
chr20	306194	13.4809623898	0.506069912112569
chr20	307589	14.7375777656	0.526628833095581
chr20	308132	14.7080885923	0.5346153252012
chr20	308278	14.7472754855	0.536768427422083
chr20	308352	14.677966442	0.537854596938791
chr20	308718	14.6048974896	0.543199989419984
chr20	308968	14.520101251	0.546830014732734
chr20	309141	14.4857066404	0.549336041981523
chr20	309613	14.4491214552	0.556156027308378
chr20	309653	14.4043427281	0.556732201017502
chr20	309674	14.3806119525	0.557034193868504
chr20	310119	14.377878495	0.563432349798779
chr20	311107	14.3074498432	0.577568110243861
chr20	311327	14.2811041043	0.580709953146807
chr20	315528	14.1171806466	0.640016229043173
chr20	323292	13.8336064752	0.747420349716626
chr20	323442	13.0055833656	0.749371187221466
chr20	323906	7.0451151939	0.752640120671436
chr20	327545	7.0327456999	0.778232282273372
chr20	328291	7.0018916388	0.783455693435917
chr20	328332	6.9456894951	0.783740466705216
chr20	329048	6.3967162595	0.788320515547018
chr20	329625	6.01049401	0.791788570590788
chr20	329830	5.862597022	0.792990402980298
chr20	329849	5.751672306	0.793099684754112
chr20	330646	5.7387534395	0.797673471245393
